id,prediction
135068 ,2.502644 
135070 ,2.290707 
135071 ,2.087528 
135073 ,2.187433 
135075 ,2.279500 
135076 ,2.116376 
135077 ,2.351764 
135078 ,2.221309 
135079 ,2.354388 
135080 ,2.510002 
135081 ,2.628707 
135082 ,2.774120 
135083 ,2.774120 
135085 ,2.472480 
135086 ,2.383973 
135088 ,2.417149 
135090 ,2.440285 
135091 ,2.262257 
135093 ,2.389996 
135094 ,2.214632 
135095 ,2.483523 
135097 ,2.514626 
135098 ,2.480507 
135100 ,1.866168 
135102 ,2.001616 
135103 ,1.895848 
135105 ,2.031385 
135106 ,2.484362 
135107 ,2.107639 
135109 ,2.569758 
135110 ,2.325440 
135111 ,2.354302 
135112 ,2.527142 
135114 ,2.331626 
135116 ,2.374221 
135117 ,2.416691 
135118 ,2.402004 
135121 ,2.730257 
135122 ,2.545734 
135123 ,2.527608 
135124 ,2.739789 
135125 ,2.390793 
135127 ,1.864787 
135128 ,2.259866 
135129 ,2.270058 
135130 ,2.290338 
135131 ,2.390925 
135133 ,2.648440 
135136 ,2.260803 
135137 ,2.407448 
135139 ,2.556082 
135140 ,2.575676 
135141 ,2.343549 
135142 ,2.366494 
135143 ,2.653822 
135144 ,2.356178 
135145 ,2.600719 
135146 ,2.384802 
135147 ,2.429256 
135148 ,2.320708 
135150 ,2.208871 
135152 ,2.732898 
135153 ,2.638552 
135154 ,2.384696 
135156 ,2.351003 
135157 ,2.256212 
135158 ,2.654780 
135159 ,2.363414 
135160 ,2.739511 
135161 ,2.668583 
135162 ,2.482731 
135163 ,2.188642 
135165 ,2.410774 
135166 ,1.990323 
135167 ,2.253818 
135169 ,2.310932 
135172 ,2.325446 
135173 ,2.177379 
135174 ,2.622481 
135176 ,2.217694 
135177 ,2.337909 
135178 ,2.327910 
135179 ,2.225350 
135180 ,2.449055 
135182 ,2.669043 
135183 ,2.182102 
135185 ,2.438628 
135186 ,2.525541 
135187 ,2.485878 
135188 ,2.753683 
135190 ,2.676713 
135192 ,2.523399 
135193 ,1.999818 
135194 ,2.467604 
135195 ,2.200505 
135196 ,2.712659 
135197 ,2.394713 
135198 ,2.707779 
135199 ,2.125492 
135201 ,2.313032 
135202 ,2.234847 
135204 ,2.483615 
135205 ,2.596744 
135207 ,2.778495 
135208 ,2.335109 
135209 ,2.306953 
135210 ,2.518046 
135211 ,2.156005 
135212 ,2.091266 
135213 ,2.244005 
135214 ,2.329334 
135216 ,2.465178 
135217 ,2.158688 
135221 ,2.755820 
135223 ,2.281680 
135226 ,2.783610 
135227 ,2.277495 
135230 ,2.533249 
135231 ,2.105429 
135233 ,2.158221 
135234 ,2.150762 
135235 ,2.166135 
135236 ,2.353265 
135237 ,2.348901 
135238 ,2.424381 
135239 ,2.363302 
135241 ,2.202440 
135242 ,2.115978 
135244 ,2.175396 
135246 ,1.938470 
135247 ,2.000268 
135248 ,2.488591 
135249 ,2.439637 
135250 ,2.759835 
135252 ,2.606740 
135256 ,2.514483 
135257 ,2.203842 
135259 ,2.519872 
135260 ,2.410207 
135261 ,2.201209 
135264 ,2.049832 
135265 ,2.948142 
135266 ,2.760798 
135268 ,2.932450 
135269 ,2.781466 
135270 ,2.660286 
135271 ,2.202961 
135272 ,2.278767 
135273 ,2.310080 
135274 ,2.502830 
135276 ,2.098878 
135277 ,2.333058 
135279 ,2.228822 
135280 ,2.532542 
135283 ,2.678562 
135285 ,2.695483 
135288 ,2.110368 
135289 ,2.033419 
135290 ,1.932450 
135291 ,1.892439 
135292 ,1.892439 
135293 ,2.040043 
135294 ,1.846997 
135295 ,2.004565 
135296 ,2.038231 
135297 ,2.264729 
135298 ,2.192565 
135300 ,2.205778 
135301 ,2.129624 
135302 ,2.158422 
135303 ,2.499555 
135306 ,2.616950 
135307 ,2.312473 
135309 ,2.517358 
135310 ,2.292204 
135312 ,2.460290 
135313 ,2.316572 
135314 ,2.870291 
135316 ,2.210548 
135317 ,2.375589 
135319 ,2.357036 
135320 ,2.382209 
135322 ,2.098048 
135323 ,1.911650 
135325 ,2.134063 
135328 ,1.948346 
135330 ,2.375275 
135331 ,2.250229 
135334 ,2.037838 
135335 ,2.260278 
135337 ,2.277564 
135338 ,2.580838 
135339 ,2.174123 
135340 ,2.315376 
135341 ,2.324285 
135342 ,2.341407 
135344 ,2.801410 
135345 ,2.212949 
135346 ,2.239080 
135347 ,2.213262 
135348 ,2.337260 
135351 ,2.467994 
135352 ,2.462720 
135353 ,2.557939 
135357 ,2.158925 
135358 ,2.189681 
135359 ,2.524189 
135360 ,2.400366 
135361 ,2.624387 
135363 ,2.106369 
135365 ,2.354900 
135366 ,2.210630 
135368 ,2.230923 
135369 ,2.211402 
135370 ,2.346054 
135371 ,2.423807 
135372 ,2.447739 
135373 ,2.645395 
135376 ,2.821055 
135382 ,2.329540 
135383 ,2.406883 
135384 ,2.247181 
135385 ,1.881801 
135386 ,2.017664 
135387 ,2.433883 
135388 ,2.388350 
135389 ,2.406687 
135390 ,1.861722 
135391 ,2.440843 
135392 ,2.457896 
135393 ,2.338685 
135394 ,2.370554 
135397 ,2.666899 
135399 ,2.718575 
135400 ,2.576309 
135401 ,2.848780 
135403 ,2.640136 
135404 ,1.843315 
135405 ,2.452144 
135406 ,2.714653 
135407 ,2.072753 
135408 ,2.458931 
135410 ,2.486487 
135411 ,2.336616 
135412 ,2.193852 
135413 ,2.379612 
135414 ,2.260874 
135415 ,2.174554 
135416 ,2.408961 
135417 ,2.280800 
135418 ,2.122964 
135419 ,2.083059 
135420 ,2.321890 
135421 ,2.584460 
135422 ,1.703817 
135423 ,2.372456 
135424 ,2.644912 
135427 ,2.498628 
135428 ,2.282525 
135429 ,2.060424 
135430 ,2.244686 
135431 ,2.364048 
135432 ,2.217378 
135433 ,2.404340 
135435 ,2.654845 
135436 ,2.574828 
135437 ,2.516491 
135438 ,2.620000 
135439 ,2.373743 
135441 ,1.921939 
135443 ,2.417993 
135444 ,2.394517 
135445 ,2.483629 
135446 ,2.442142 
135447 ,2.260060 
135448 ,2.667930 
135449 ,2.393747 
135450 ,2.387114 
135451 ,2.340092 
135452 ,2.688478 
135453 ,2.390738 
135454 ,2.321420 
135455 ,2.234390 
135458 ,2.569693 
135459 ,2.468899 
135460 ,2.230538 
135461 ,2.300111 
135464 ,2.354115 
135465 ,2.700943 
135466 ,3.069745 
135470 ,2.293840 
135471 ,2.272787 
135473 ,2.918820 
135475 ,2.481155 
135476 ,2.468289 
135477 ,2.369438 
135478 ,2.417371 
135480 ,2.468156 
135484 ,2.208979 
135485 ,2.451123 
135487 ,2.261459 
135490 ,2.354573 
135491 ,2.437475 
135492 ,2.374373 
135495 ,2.278317 
135496 ,2.383763 
135497 ,2.337664 
135499 ,2.476141 
135500 ,2.633804 
135501 ,2.377545 
135503 ,2.527992 
135505 ,2.216522 
135506 ,2.335461 
135507 ,2.750082 
135510 ,2.277716 
135513 ,2.372284 
135514 ,2.550091 
135516 ,2.629276 
135517 ,2.759983 
135518 ,2.640611 
135519 ,2.491904 
135520 ,2.398069 
135521 ,2.553581 
135524 ,2.210205 
135525 ,2.313619 
135526 ,2.668083 
135529 ,2.398804 
135531 ,2.408627 
135534 ,2.475456 
135536 ,2.655361 
135537 ,2.449990 
135538 ,2.423175 
135539 ,2.182294 
135540 ,2.499336 
135541 ,2.370759 
135543 ,2.762229 
135550 ,2.257631 
135554 ,2.758924 
135560 ,1.921389 
135562 ,1.988818 
135564 ,2.392953 
135565 ,2.226995 
135566 ,2.305745 
135567 ,2.307928 
135568 ,2.276829 
135569 ,2.058118 
135570 ,2.111830 
135571 ,2.556510 
135572 ,2.679276 
135573 ,2.500321 
135574 ,2.087129 
135576 ,2.283283 
135577 ,2.004442 
135578 ,2.354055 
135579 ,2.814102 
135580 ,2.578658 
135582 ,2.479260 
135584 ,1.928940 
135588 ,2.443870 
135589 ,2.492444 
135590 ,2.300910 
135591 ,2.431166 
135592 ,2.216795 
135593 ,2.269185 
135597 ,2.483548 
135599 ,2.327077 
135603 ,2.705747 
135605 ,2.532003 
135606 ,2.199212 
135607 ,2.186036 
135608 ,2.079338 
135610 ,2.256424 
135615 ,2.210817 
135616 ,2.246057 
135618 ,2.298752 
135619 ,2.181726 
135620 ,2.201100 
135621 ,2.287589 
135622 ,2.394042 
135625 ,2.253289 
135626 ,2.478314 
135627 ,2.088065 
135630 ,2.271308 
135631 ,2.366811 
135632 ,2.428308 
135633 ,2.352719 
135634 ,2.008465 
135635 ,2.687956 
135636 ,2.833668 
135637 ,2.585609 
135638 ,2.804448 
135639 ,2.621004 
135641 ,2.632535 
135644 ,2.095047 
135645 ,2.374280 
135649 ,2.321028 
135650 ,2.344265 
135651 ,2.463048 
135654 ,2.538193 
135658 ,2.329807 
135659 ,2.371411 
135660 ,2.355501 
135661 ,2.187141 
135662 ,2.493941 
135663 ,2.062218 
135664 ,2.216328 
135666 ,2.407600 
135667 ,2.216706 
135668 ,1.880589 
135669 ,2.220615 
135670 ,2.279664 
135671 ,2.323441 
135672 ,2.270388 
135674 ,2.667287 
135675 ,2.392085 
135676 ,2.321296 
135677 ,2.426861 
135680 ,2.522500 
135681 ,2.351461 
135682 ,2.199436 
135685 ,2.379034 
135686 ,3.030085 
135687 ,2.441482 
135688 ,2.481418 
135689 ,2.654682 
135691 ,1.879431 
135693 ,2.568634 
135695 ,2.452232 
135696 ,2.211922 
135698 ,2.297916 
135699 ,2.477523 
135702 ,2.832645 
135703 ,2.119233 
135704 ,2.440621 
135706 ,2.098824 
135708 ,2.300965 
135710 ,2.195366 
135711 ,2.202822 
135712 ,2.069447 
135715 ,2.201346 
135716 ,2.216732 
135717 ,2.552567 
135719 ,2.523005 
135720 ,2.509790 
135721 ,2.791301 
135723 ,2.330490 
135725 ,2.419425 
135726 ,2.533664 
135728 ,2.403738 
135729 ,2.254521 
135730 ,2.310519 
135731 ,2.430194 
135732 ,2.245909 
135733 ,2.202783 
135734 ,2.600913 
135735 ,2.415792 
135736 ,2.881015 
135738 ,2.423634 
135739 ,2.394425 
135740 ,2.273073 
135741 ,2.043976 
135743 ,2.422819 
135744 ,2.322856 
135746 ,2.261869 
135747 ,2.484495 
135748 ,2.432301 
135750 ,2.372144 
135751 ,2.574275 
135754 ,2.987876 
135757 ,2.446070 
135758 ,2.448086 
135759 ,2.687047 
135760 ,2.134557 
135761 ,2.141863 
135763 ,2.647604 
135767 ,2.255277 
135768 ,1.969214 
135769 ,2.500895 
135770 ,2.616294 
135772 ,2.503015 
135773 ,2.384017 
135774 ,2.171115 
135775 ,2.424097 
135777 ,2.264978 
135781 ,2.319856 
135782 ,2.265703 
135783 ,2.133304 
135784 ,2.375064 
135785 ,2.756694 
135786 ,2.597841 
135789 ,2.402113 
135790 ,2.402625 
135791 ,2.852729 
135792 ,2.334484 
135793 ,2.726218 
135796 ,2.530126 
135797 ,2.376886 
135798 ,2.475049 
135799 ,2.712753 
135800 ,2.225075 
135803 ,2.618551 
135805 ,2.464955 
135809 ,2.279882 
135810 ,2.360690 
135811 ,1.948434 
135813 ,2.094766 
135816 ,2.045980 
135819 ,2.244698 
135821 ,2.511684 
135822 ,2.068422 
135823 ,2.610590 
135825 ,2.424324 
135826 ,2.416584 
135827 ,2.472653 
135828 ,2.422856 
135829 ,2.320061 
135830 ,2.306833 
135831 ,2.316460 
135833 ,2.433886 
135835 ,2.314553 
135837 ,2.263920 
135838 ,2.403369 
135839 ,2.534013 
135841 ,2.346841 
135842 ,2.530154 
135843 ,2.580679 
135844 ,2.232280 
135846 ,2.473943 
135848 ,2.386318 
135849 ,2.465837 
135850 ,2.412696 
135851 ,2.353482 
135853 ,2.267258 
135854 ,2.327548 
135855 ,2.391889 
135858 ,2.312018 
135859 ,2.279973 
135860 ,2.621182 
135861 ,2.568327 
135863 ,2.698950 
135864 ,2.583409 
135866 ,2.585043 
135867 ,2.283586 
135868 ,2.322168 
135870 ,2.420102 
135873 ,2.321428 
135874 ,3.056489 
135875 ,2.773582 
135876 ,2.697721 
135877 ,2.582574 
135879 ,2.706159 
135880 ,2.909567 
135881 ,2.579441 
135882 ,1.852486 
135883 ,1.710531 
135886 ,1.848482 
135887 ,2.625859 
135888 ,2.321365 
135890 ,2.328530 
135891 ,2.247150 
135894 ,2.332254 
135895 ,2.724100 
135896 ,2.340885 
135898 ,2.862192 
135899 ,2.214605 
135902 ,2.405339 
135903 ,2.626198 
135904 ,1.547925 
135906 ,2.172154 
135908 ,2.311944 
135912 ,2.285031 
135914 ,2.424454 
135915 ,2.382033 
135919 ,2.473511 
135920 ,2.314768 
135923 ,2.788360 
135924 ,2.254694 
135925 ,2.145634 
135927 ,2.151829 
135929 ,2.455291 
135930 ,2.127797 
135932 ,2.386556 
135933 ,2.423770 
135935 ,2.240139 
135936 ,2.943412 
135937 ,2.469841 
135938 ,2.659389 
135939 ,2.581608 
135941 ,2.625989 
135942 ,1.769312 
135943 ,1.859581 
135946 ,1.712617 
135950 ,1.692928 
135951 ,1.756757 
135953 ,2.577832 
135954 ,2.711615 
135956 ,2.363189 
135957 ,2.341962 
135958 ,2.355271 
135960 ,2.523551 
135962 ,2.991885 
135963 ,2.478537 
135964 ,2.294665 
135965 ,2.485699 
135968 ,2.501656 
135969 ,2.694238 
135971 ,1.979642 
135972 ,2.811099 
135973 ,2.652058 
135977 ,2.358929 
135979 ,2.512444 
135982 ,2.518632 
135986 ,2.575030 
135987 ,2.658144 
135988 ,2.992663 
135990 ,2.802166 
135992 ,2.440472 
135995 ,2.288617 
135997 ,2.272877 
135998 ,2.334379 
136000 ,2.333002 
136001 ,2.367011 
136002 ,2.356769 
136003 ,2.574464 
136004 ,2.434720 
136005 ,2.136575 
136006 ,2.260887 
136007 ,2.452775 
136008 ,2.534359 
136009 ,2.349136 
136013 ,2.414795 
136017 ,2.595375 
136018 ,2.729909 
136019 ,2.406506 
136020 ,2.476534 
136023 ,2.511360 
136024 ,2.524927 
136025 ,2.353202 
136028 ,2.579822 
136029 ,2.702878 
136030 ,2.256453 
136032 ,2.241260 
136034 ,2.304132 
136036 ,2.613682 
136039 ,2.999817 
136043 ,2.493668 
136044 ,2.262036 
136047 ,2.418011 
136050 ,2.273564 
136051 ,2.306372 
136052 ,2.541878 
136053 ,2.558695 
136054 ,3.009878 
136055 ,2.621679 
136056 ,2.703182 
136057 ,2.382893 
136058 ,2.408807 
136060 ,2.546025 
136061 ,2.239195 
136062 ,2.162539 
136063 ,2.222660 
136064 ,2.158317 
136065 ,2.110544 
136067 ,2.368306 
136072 ,2.433452 
136073 ,2.101004 
136074 ,2.289063 
136075 ,2.394582 
136077 ,2.184036 
136079 ,2.507387 
136083 ,2.400932 
136084 ,2.149475 
136085 ,2.266241 
136087 ,2.362218 
136088 ,2.585418 
136089 ,2.167056 
136090 ,2.584608 
136092 ,2.491951 
136093 ,2.402493 
136094 ,2.579006 
136095 ,2.552707 
136096 ,1.728110 
136099 ,2.198544 
136100 ,2.334045 
136101 ,2.429050 
136102 ,2.119499 
136108 ,2.688203 
136109 ,2.626459 
136110 ,2.780404 
136111 ,2.733155 
136113 ,2.972115 
136114 ,2.292109 
136115 ,2.374788 
136116 ,2.477142 
136117 ,2.296692 
136118 ,2.760055 
136119 ,2.825326 
136121 ,2.177558 
136122 ,2.146843 
136126 ,2.379932 
136127 ,2.077425 
136128 ,2.291220 
136129 ,2.040287 
136131 ,2.273965 
136132 ,2.433019 
136135 ,2.327350 
136136 ,1.975651 
136137 ,2.360000 
136138 ,2.240604 
136139 ,2.047498 
136140 ,2.620320 
136142 ,2.570800 
136144 ,2.872725 
136146 ,2.348277 
136149 ,2.625283 
136150 ,2.354914 
136151 ,2.365263 
136153 ,2.238943 
136154 ,2.094467 
136155 ,2.371265 
136157 ,2.290609 
136158 ,2.642523 
136159 ,2.661363 
136160 ,2.299021 
136161 ,2.472955 
136162 ,2.504458 
136163 ,2.437761 
136165 ,2.762504 
136166 ,2.632490 
136167 ,2.568834 
136168 ,2.496063 
136170 ,2.469806 
136172 ,2.380122 
136173 ,2.909238 
136174 ,1.836425 
136175 ,2.351566 
136177 ,2.434499 
136178 ,2.519813 
136179 ,2.456117 
136181 ,2.676063 
136182 ,2.509410 
136183 ,2.458320 
136184 ,2.730637 
136185 ,2.164382 
136186 ,2.239209 
136187 ,2.018107 
136190 ,2.239209 
136191 ,2.084589 
136192 ,2.287378 
136193 ,2.261045 
136194 ,2.578472 
136196 ,2.555722 
136197 ,2.610584 
136200 ,2.365850 
136201 ,2.441502 
136202 ,2.375154 
136205 ,2.521701 
136206 ,2.462993 
136207 ,2.353356 
136209 ,2.504242 
136212 ,2.383863 
136213 ,2.724577 
136214 ,2.619803 
136215 ,2.620071 
136217 ,2.620071 
136218 ,2.218876 
136219 ,2.354900 
136220 ,2.251555 
136221 ,2.779966 
136222 ,3.033574 
136223 ,3.053985 
136224 ,2.476823 
136225 ,2.925141 
136229 ,2.164549 
136230 ,2.275256 
136234 ,2.345829 
136235 ,2.708908 
136237 ,2.336402 
136238 ,2.143418 
136239 ,2.219923 
136240 ,1.983180 
136241 ,2.562831 
136242 ,2.497086 
136243 ,2.492030 
136245 ,2.585317 
136246 ,2.507848 
136248 ,2.552970 
136249 ,2.319460 
136251 ,2.261641 
136256 ,2.600506 
136258 ,2.292073 
136259 ,2.402538 
136260 ,2.347907 
136261 ,2.244704 
136264 ,2.634684 
136266 ,2.714377 
136270 ,2.754414 
136274 ,2.436568 
136276 ,2.395383 
136279 ,2.577293 
136282 ,2.656045 
136283 ,2.643503 
136286 ,2.783743 
136288 ,2.740138 
136289 ,1.887004 
136290 ,2.081099 
136293 ,2.101533 
136295 ,1.894739 
136296 ,1.851780 
136298 ,2.261350 
136299 ,2.187672 
136300 ,2.507635 
136301 ,2.090590 
136302 ,2.165864 
136304 ,2.372288 
136305 ,2.436383 
136306 ,2.059572 
136308 ,2.298730 
136309 ,2.299574 
136310 ,2.075661 
136311 ,2.061982 
136312 ,1.875831 
136313 ,2.279011 
136314 ,2.235178 
136315 ,2.710704 
136316 ,2.305325 
136317 ,2.826028 
136318 ,2.029711 
136321 ,2.154956 
136322 ,2.176062 
136323 ,1.852758 
136324 ,2.409194 
136325 ,2.806066 
136326 ,2.250550 
136327 ,2.516338 
136328 ,2.412546 
136329 ,2.499989 
136330 ,2.519228 
136331 ,2.437478 
136332 ,2.439263 
136333 ,2.494969 
136334 ,2.095703 
136336 ,2.541223 
136337 ,2.176231 
136340 ,2.118826 
136341 ,2.292119 
136344 ,2.158173 
136345 ,2.496067 
136347 ,2.197931 
136351 ,2.373478 
136352 ,2.412882 
136353 ,2.560887 
136354 ,2.593991 
136355 ,2.620139 
136356 ,2.472720 
136357 ,2.465669 
136358 ,2.793234 
136360 ,2.432460 
136361 ,2.434763 
136362 ,2.315616 
136365 ,2.520791 
136366 ,2.404587 
136368 ,2.331327 
136369 ,2.658778 
136370 ,2.522059 
136374 ,2.308827 
136375 ,2.477358 
136376 ,2.573979 
136377 ,2.520612 
136378 ,2.487175 
136379 ,2.466071 
136380 ,2.884288 
136382 ,2.459908 
136386 ,2.351320 
136389 ,2.253055 
136390 ,2.271928 
136392 ,2.230117 
136393 ,2.347904 
136396 ,1.969055 
136397 ,2.568706 
136398 ,2.074014 
136399 ,2.022648 
136400 ,2.148465 
136401 ,2.302770 
136404 ,2.183661 
136406 ,2.325412 
136407 ,1.980849 
136409 ,2.416754 
136411 ,2.104578 
136412 ,2.425420 
136413 ,2.408174 
136414 ,2.345037 
136415 ,2.615920 
136416 ,2.221467 
136417 ,2.655041 
136419 ,2.031658 
136420 ,2.776097 
136423 ,2.463156 
136424 ,2.474548 
136425 ,2.861655 
136426 ,2.388090 
136428 ,2.564757 
136429 ,2.507463 
136430 ,2.492316 
136431 ,2.467526 
136433 ,2.221238 
136435 ,2.372606 
136436 ,2.826333 
136437 ,2.379853 
136438 ,2.311442 
136439 ,2.473291 
136440 ,2.463508 
136441 ,2.569980 
136442 ,2.606569 
136443 ,2.285569 
136445 ,2.634995 
136446 ,2.464622 
136447 ,1.959136 
136448 ,2.003093 
136452 ,2.549554 
136453 ,2.465610 
136455 ,2.554403 
136456 ,2.501164 
136457 ,2.401979 
136458 ,2.503891 
136459 ,2.268509 
136460 ,2.768948 
136463 ,2.549554 
136464 ,2.581900 
136465 ,2.523714 
136467 ,2.289963 
136471 ,2.554621 
136472 ,2.367580 
136473 ,2.307461 
136476 ,2.373353 
136477 ,2.358271 
136478 ,2.265633 
136480 ,2.308387 
136481 ,2.185530 
136483 ,2.555676 
136485 ,2.547362 
136486 ,2.195413 
136489 ,2.383404 
136491 ,2.325818 
136492 ,2.194484 
136493 ,1.968891 
136495 ,1.979690 
136496 ,2.123767 
136497 ,2.299457 
136498 ,2.460691 
136499 ,2.410929 
136502 ,1.976576 
136503 ,2.415654 
136506 ,2.409609 
136507 ,2.231454 
136509 ,2.033114 
136511 ,2.278693 
136513 ,2.028130 
136514 ,2.296976 
136515 ,2.475220 
136516 ,2.275165 
136518 ,3.000229 
136519 ,3.040484 
136521 ,2.078891 
136522 ,2.264153 
136523 ,2.384022 
136524 ,2.439208 
136525 ,2.352447 
136527 ,2.474037 
136529 ,2.305048 
136533 ,2.156844 
136536 ,2.359276 
136537 ,2.662002 
136538 ,2.024465 
136539 ,2.236742 
136542 ,2.041461 
136543 ,2.037580 
136544 ,2.517149 
136545 ,2.030734 
136546 ,2.503218 
136548 ,2.460389 
136549 ,2.478626 
136550 ,2.225296 
136551 ,2.457125 
136552 ,2.342422 
136554 ,2.249286 
136556 ,2.568430 
136557 ,2.667586 
136559 ,2.428387 
136561 ,2.526608 
136562 ,2.526089 
136563 ,2.454738 
136564 ,2.257034 
136566 ,2.415139 
136570 ,2.494231 
136573 ,2.208135 
136575 ,2.076289 
136576 ,2.297877 
136578 ,2.119352 
136579 ,2.320719 
136580 ,2.386398 
136581 ,2.330659 
136582 ,2.574117 
136584 ,2.579558 
136586 ,2.455875 
136587 ,2.119154 
136588 ,2.638384 
136589 ,2.458759 
136591 ,2.046901 
136592 ,2.605299 
136594 ,2.561661 
136596 ,2.508093 
136597 ,2.383167 
136598 ,2.430562 
136600 ,2.341643 
136601 ,2.545922 
136602 ,2.607390 
136603 ,2.197461 
136606 ,2.358007 
136607 ,2.896210 
136608 ,2.335218 
136609 ,2.257244 
136610 ,2.527845 
136611 ,2.343038 
136612 ,2.284101 
136613 ,2.448416 
136614 ,2.231245 
136615 ,2.508735 
136617 ,2.492643 
136618 ,2.513672 
136620 ,2.778471 
136621 ,2.504820 
136622 ,2.333518 
136623 ,2.489886 
136625 ,2.565601 
136626 ,2.491763 
136627 ,2.283542 
136628 ,2.090248 
136630 ,2.245653 
136633 ,2.315389 
136634 ,2.395081 
136635 ,2.746228 
136636 ,2.441867 
136637 ,2.598056 
136638 ,2.458797 
136639 ,1.887088 
136640 ,2.737844 
136642 ,2.594034 
136643 ,2.546859 
136646 ,2.384470 
136649 ,2.612731 
136651 ,2.376024 
136653 ,2.384998 
136655 ,1.929566 
136656 ,2.114751 
136658 ,2.220218 
136660 ,2.309190 
136661 ,2.257345 
136662 ,2.369313 
136664 ,2.370118 
136665 ,2.550689 
136666 ,2.193357 
136668 ,2.276269 
136670 ,2.350465 
136672 ,2.620507 
136674 ,2.338324 
136675 ,2.442209 
136676 ,2.359842 
136679 ,2.350705 
136681 ,2.374186 
136683 ,2.200446 
136684 ,2.356657 
136685 ,2.283546 
136686 ,2.038244 
136687 ,2.259290 
136690 ,2.012756 
136693 ,2.421998 
136696 ,2.340030 
136697 ,2.488069 
136698 ,2.842721 
136699 ,2.330648 
136701 ,2.352981 
136704 ,2.206581 
136705 ,2.091522 
136709 ,2.075557 
136711 ,2.007219 
136712 ,2.103889 
136713 ,2.360327 
136714 ,2.174168 
136716 ,2.160788 
136718 ,2.162317 
136719 ,2.355483 
136720 ,2.492287 
136721 ,2.504879 
136722 ,2.267230 
136723 ,2.665837 
136724 ,2.433478 
136725 ,2.274760 
136727 ,2.137176 
136728 ,2.784579 
136729 ,2.343023 
136731 ,2.333213 
136732 ,2.201812 
136733 ,2.226074 
136734 ,2.738242 
136735 ,1.924745 
136736 ,2.520720 
136737 ,2.459171 
136738 ,2.070368 
136739 ,2.321897 
136742 ,2.583230 
136743 ,2.578314 
136745 ,2.354280 
136746 ,2.546818 
136748 ,2.452350 
136752 ,2.181368 
136753 ,2.219319 
136754 ,2.179314 
136755 ,2.555537 
136756 ,2.648785 
136757 ,2.762830 
136759 ,2.494465 
136761 ,2.504354 
136764 ,2.646090 
136765 ,2.974351 
136766 ,2.414191 
136768 ,2.326251 
136769 ,2.423708 
136772 ,2.878447 
136773 ,2.191856 
136774 ,2.370437 
136775 ,2.553354 
136776 ,2.465561 
136777 ,2.530326 
136778 ,2.602629 
136779 ,2.277115 
136780 ,2.226694 
136781 ,2.413390 
136783 ,2.223918 
136784 ,2.701392 
136788 ,2.867535 
136791 ,2.057896 
136792 ,2.049040 
136794 ,2.002354 
136796 ,2.373529 
136797 ,2.087496 
136798 ,2.149419 
136799 ,2.213838 
136801 ,1.945197 
136802 ,2.174326 
136806 ,1.994244 
136807 ,2.321471 
136809 ,2.222312 
136810 ,2.458387 
136811 ,2.263254 
136813 ,2.277968 
136814 ,2.084804 
136815 ,1.969612 
136816 ,2.591813 
136819 ,2.577693 
136820 ,2.578896 
136822 ,2.662261 
136825 ,2.389604 
136827 ,2.775376 
136832 ,2.566230 
136833 ,2.376381 
136835 ,2.577693 
136836 ,1.936945 
136838 ,2.386776 
136839 ,2.399077 
136840 ,2.489450 
136841 ,2.662354 
136843 ,2.527539 
136847 ,2.782691 
136848 ,2.779256 
136851 ,2.583415 
136853 ,2.949149 
136856 ,3.032205 
136858 ,2.864895 
136861 ,2.572946 
136863 ,2.357981 
136865 ,2.725273 
136866 ,2.546515 
136867 ,2.605920 
136869 ,2.374567 
136874 ,2.173357 
136875 ,2.324822 
136876 ,2.377417 
136877 ,2.194462 
136878 ,2.694121 
136879 ,2.660246 
136880 ,2.527209 
136882 ,2.412425 
136884 ,2.580256 
136885 ,2.406117 
136886 ,2.342185 
136888 ,2.595170 
136889 ,2.274102 
136890 ,2.363804 
136893 ,2.614796 
136894 ,2.493622 
136895 ,2.052051 
136896 ,1.933874 
136897 ,2.009474 
136898 ,1.904172 
136899 ,2.469323 
136900 ,1.935879 
136901 ,2.303892 
136902 ,1.990316 
136903 ,2.233261 
136904 ,2.691377 
136905 ,2.714144 
136906 ,2.636401 
136907 ,1.854913 
136908 ,2.397765 
136909 ,2.337793 
136910 ,2.347386 
136917 ,2.048273 
136918 ,2.260482 
136920 ,2.285429 
136923 ,2.513010 
136925 ,2.106365 
136926 ,2.020786 
136927 ,2.539393 
136928 ,2.375865 
136929 ,2.790518 
136930 ,2.342302 
136932 ,2.607584 
136933 ,2.641334 
136934 ,2.471152 
136937 ,2.654458 
136938 ,2.475402 
136940 ,2.548734 
136941 ,2.751888 
136944 ,2.440817 
136946 ,2.537093 
136951 ,2.401760 
136952 ,2.594248 
136953 ,2.377702 
136954 ,2.158903 
136955 ,2.100527 
136960 ,2.204862 
136961 ,2.302672 
136962 ,2.286593 
136963 ,2.460357 
136965 ,2.605290 
136969 ,2.468397 
136970 ,2.519083 
136972 ,2.479308 
136973 ,2.754432 
136974 ,2.571436 
136975 ,2.786078 
136976 ,2.517603 
136978 ,2.259491 
136979 ,2.690655 
136981 ,2.404140 
136983 ,2.384233 
136985 ,2.323961 
136987 ,2.184955 
136989 ,2.915946 
136990 ,2.605999 
136991 ,2.572815 
136992 ,2.449197 
136994 ,1.971108 
136996 ,2.015982 
136997 ,2.074136 
137000 ,1.853294 
137001 ,2.371477 
137002 ,2.294704 
137003 ,2.337432 
137004 ,2.281281 
137006 ,2.489775 
